Code;Brand;Name;Address;Zip;City;Latitude;Longitude;Visa;Mastercard;Amex;Dinersclub;Eurotrafic;GR Actys Eurotrafic;GR Netherlands;Jubileo;Bank Card;DKV;UTA;Carte Club TOTAL;Super Ethanol e85;sp95;sp95 performance;sp95 e10;Optane Evolution 95;sp98;sp98 performance;Excellium 98;Optane Evolution 98;Gasoil;Diesel Excelan;Excellium diesel;Diesel Evolution;Lpg;AdBlue;GNR;AVGAS 100 LL;Gas Bottled;Fuel Automate;Shop;Coffee Corner;Bakerie;Sandwitcherie;BDGrill;Crocade;Baby Kit;Car Wash;Car Wash HP;Car Maintenance;Tyre Center;Truck Station;Vacuum;Diesel Premier;Gasoil Performance;Total Fioul Premier;Highway;FreeWifi;Car Wash Lotus;Car Wash Osmos;Tyre Pressure
NF059448;TOTAL;RELAIS PARC IMPERIAL;29 BIS AV. PAUL ARENE;6000;NICE;43.70768;7.251545;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;no;no;yes
NF080054;TOTAL;M. EVE BERNARD;BASE AERIENNE;54890;CHAMBLEY BUSSIERES;49.024144;5.888511;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080061;TOTAL;SARL SPLACH;25 ROUTE D AURILLAC;15250;SAINT PAUL DES LANDES;44.940099;2.320696;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF059333;TOTAL;SARL SN RELAIS DU CUSSE;AV DU GENERAL DE GAULLE;32500;FLEURANCE;43.844455;0.661592;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF080003;TOTAL Access;RELAIS LYON MERMOZ;86 AVENUE JEAN MERMOZ;69008;LYON;45.7326;4.88072;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no
NF059446;TOTAL Access;RELAIS DES PERGOLAS;PROMENADE DES ANGLAIS - SQUARE KIRCHNER;6200;NICE;43.67316;7.226057;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF059499;TOTAL;REL.CANAVER;A8 - AIRE DE CANAVER;83480;PUGET SUR ARGENS;43.46675;6.672;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF080044;TOTAL;REL.VOLX;A51 - AIRE DE VOLX OUEST;4130;VOLX;43.844428;5.849136;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no
NF059545;TOTAL Access;RELAIS LA DIVATTE;226 BLD DE LA LOIRE;44115;BASSE GOULAINE;47.221995;-1.472864;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF078216;TOTAL Access;RELAIS PARC BARRY;ANGLE BD CHAVE ET SAKAKINI;13005;MARSEILLE;43.295228;5.400459;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no
NF078218;TOTAL;REL.HARDIVILLERS;A16 - AIRE HARDIVILLIERS;60120;HARDIVILLERS;49.609009;2.205384;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;no;no;yes;yes;no;yes;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF078225;TOTAL;REL.PONT DE BEZONS;47 BLD DU HAVRE;92000;NANTERRE;48.9189;2.2227;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF078233;TOTAL Access;RELAIS DE VILLEDOMER;RD 910;37110;VILLEDOMER;47.57863;0.896541;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF078237;TOTAL;RELAIS SAINT-GILLES;73-75  AVENUE G. CLEMENCEAU;14000;CAEN;49.18925;-0.348373;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF078243;TOTAL;REL.BOIS DE DOURRE;A20 - AIRE DU BOIS DE DOURRE;82270;MONTALZAT;44.232612;1.528357;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;yes;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF078268;TOTAL;SNC GRESSOT;RN 117;40300;PEYREHORADE;43.546713;-1.112716;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078301;TOTAL;SARL AUTO SERVICE MS ANDREANI;RN198 TRINITE DE PORTO VECCHIO;20137;PORTO VECCHIO;41.63478;9.29397;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078332;TOTAL Access;REL.SAINT MARTIN SUR LE PRE;ROUTE NATIONALE 44;51520;SAINT MARTIN SUR LE PRE;48.990752;4.342462;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;yes;no;no;no;no;yes;yes;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF078367;TOTAL;SAS LE TURBEAUTE;612 RUE D'AIRE;62400;BETHUNE;50.53871;2.630534;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF078377;TOTAL;SAS ROUSSEAU ST OUEN L'AUMONE;7 ET 9 RUE LOUIS DELAGE;95310;ST OUEN L AUMONE;49.034861;2.12;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078383;TOTAL;SARL LABBE;3 RUE D'HAILLICOURT;62620;BARLIN;50.46063;2.61647;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078387;TOTAL;REL.CEIGNES CERDON;A40 - AIRE DE CEIGNES CERDON;1430;CEIGNES;46.11458;5.490948;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;no;no;no;yes
NF078501;TOTAL;SARL GARAGE BERRODIER;1209 ROUTE DE MARBOZ;1440;VIRIAT;46.238294;5.228508;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no
NF078503;TOTAL;ESPACE AUTO SARL;ROUTE DE BRIVE;19130;OBJAT;45.248731;1.41185;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078536;TOTAL;SARL ETS GODART;19  AVENUE DU GENERAL DE GAULLE;28310;JANVILLE;48.19846;1.88953;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF078542;TOTAL;SARL JEAN PIERRE PORTAL;9 AVENUE DES CROATES;12200;VILLEFRANCHE DE ROUERGUES;44.36092;2.040583;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078550;TOTAL Access;RELAIS DES CARRES;28 AVENUE DES CARRES;74940;ANNECY LE VIEUX;45.9137;6.14394;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF078552;TOTAL;SARL KAMERIS;66 BIS RD 820;31790;ST JORY;43.73823;1.37278;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF078556;TOTAL;REL.LA DENTELLE D'ALENCON;A28 - AIRE DE LA DENTELLE D'ALENCON;61250;VALFRAMBERT;48.457206;0.126525;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF078558;TOTAL;SARL OLIVIER;284 AVENUE JEAN MOULIN;82000;MONTAUBAN;44.025;1.36483;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078561;TOTAL;SAS CONTITRADE FRANCE;RUE JEAN BOUIN;50110;TOURLAVILLE;49.6349;-1.58697;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078569;TOTAL;REL.PORT LAURAGAIS SUD;A61 - AIRE DE PORT LAURAGAIS SUD;31290;AVIGNONET LAURAGAIS;43.35267;1.80428;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF078585;TOTAL Access;RELAIS DE BIEREN DYCK;FAUBOURG DE CASSEL RD 916;59380;QUAEDYPRE;50.955264;2.433161;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF078595;TOTAL;SAS ALTEAM SABLE-SOLESMES;AVENUE JEAN MONNET;72300;SOLESMES;47.83532;-0.29827;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078606;TOTAL Access;SAS SOMEL;RN 7 - AIRE DES VERITES;3120;LAPALISSE;46.24566;3.61112;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF078608;TOTAL;SARL AUTO 81;120 - 128 AVENUE FRANCOIS VERDIER;81000;ALBI;43.91953;2.131684;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no
NF078713;ELAN;AVET ANNE-MARIE;1 RUE DE ST OMER;62560;FAUQUEMBERGUES;50.604293;2.099554;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078715;ELAN;VALMONT AUTO;4 RUE BELLAVOINE;76540;VALMONT;49.745457;0.512513;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078719;ELAN;GARAGE FABRICE DELESCLUSE;1 ROUTE DE ST OMER;59670;BAVINCHOVE;50.782995;2.453485;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078785;TOTAL;SARL FERNANDEZ;AVENUE DE LAL LAYRISSE;31440;CIERP GAUP;42.9217;0.647224;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078831;ELAN;SAS LE LUTIN DES ALPILLES;COURS HYACINTHE BELLON 70;13990;FONTVIEILLE;43.727162;4.712091;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078833;ELAN;SAS GARAGE GERY MORELLE;RUE DE CAMBRAI 52;59188;VILLERS EN CAUCHIES;50.22387;3.39663;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078851;ELAN;STATION FELISAZ;ROUTE DE LISIEUX;14140;LIVAROT;49.009649;0.151924;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078857;ELAN;TRULLEN DIS BASSE MARCHE;ZI ROUTE DE LA BOURGANEUF;23240;LE GRAND BOURG;46.1656;1.64861;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078880;ELAN;GARAGE CALAIS;RN 19;10140;VENDEUVRE SUR BARSE;48.240118;4.473207;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078886;ELAN;GARAGE HARVUS;ROUTE DE LA FEUILLIE 3;27480;LE TRONQUAY;49.426344;1.478865;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF079079;TOTAL;SARL DUPRETZ;LA NOE;22240;PLURIEN;48.618943;-2.422366;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;yes;no;no
NF079895;TOTAL;REL. ROCADE PURPAN;A62 - 6 AV. DU GROUPE MORHANGE;31300;TOULOUSE;43.6006;1.39856;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;yes;no;yes;yes;no;no;yes;yes;no;no;no;yes;yes;no;no;no;yes;yes;yes;no;yes
NF079904;TOTAL;SAS DELACOTE;2 BLD GUY CHAUVET;86200;LOUDUN;47.006977;0.086709;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF079937;ELAN;SARL AR GWEN AUTOMOBILES;12 AVENUE DU GENERAL DE GAULLE;56170;QUIBERON;47.4949;-3.12313;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080018;TOTAL Access;RELAIS MARSAN CLEMENCEAU;394 AVENUE GEORGES CLEMENCEAU;40000;MONT DE MARSAN;43.885618;-0.495141;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no
NF080033;TOTAL Access;RELAIS APOLLINAIRE;RUE GUILLAUME APOLLINAIRE;22000;SAINT BRIEUC;48.497807;-2.745316;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF080049;TOTAL;SARL MARTIN SERVICE AUTO;ECHANGEUR NORD - ROUTE DE PARTHENAY;79310;MAZIERES EN GATINE;46.546389;-0.313611;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF080062;TOTAL;SARL AS BOUTIQUE;ZAC LOUVOIS 5 ROUTE DE NANCY;57370;PHALSBOURG;48.769513;7.242265;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF080068;TOTAL Access;RELAIS LES CHASSEURS VL;LES GRAPOUX RD 113;13130;BERRE L ETANG;43.51831;5.20053;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no
NF080070;TOTAL;REL.LES PYRENEES;A64 - AIRE DES PYRENEES;64530;GER;43.2315;-0.08066;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no
NF080072;TOTAL;REL.DRUMETTAZ;A41N - AIRE DE DRUMETTAZ;73100;MOUXY;45.672907;5.926984;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;no;no;yes;no;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF080078;TOTAL Access;CATALOGNE CARBURANTS SUD VL;3170 AVENUE JULIEN PANCHOT;66000;PERPIGNAN;42.678713;2.851335;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080090;TOTAL Access;SCAUTO BAYEUX;16 BOULEVARD SADI CARNOT D572;14400;BAYEUX;49.271077;-0.699922;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF080117;TOTAL;MME JOUZEL - TOTAL BRIE;1  LIEU-DIT LE HARDIER;35150;BRIE;47.972212;-1.538474;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;yes;no;no
NF080130;TOTAL;SOCIETE ADROLE;397 AVENUE JEAN JAURES;69150;DECINES CHARPIEU;45.77177;4.97951;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF080150;TOTAL;RELAIS MARESCHE;GARE DE PEAGE MARESCHE - A28;72170;MARESCHE;48.197533;0.16889;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no
NF080156;TOTAL Access;RELAIS GRANDEOLS;124 AVENUE MARCEL DASSAULT;36130;DEOLS;46.849994;1.708636;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF080167;TOTAL;RELAIS STAR VIOLAY;ZONE ACTIVITE LES GAGERES;42780;VIOLAY;45.849777;4.341219;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080183;TOTAL Access;RELAIS PASSAGE D'AGEN;106 AVENUE DES PYRENEES;47520;LE PASSAGE D'AGEN;44.171125;0.608427;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF080193;TOTAL;REL.SAVERNE MONSWILLER;AUT.A4-AIRE DE SAVERNE MONSWILLER;67700;ECKARTSWILLER;48.760002;7.362703;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no
NF081933;TOTAL;GARAGE DOURDEIN;82 RUE AUGUSTE DOURDEIN;42300;ROANNE;46.041017;4.054398;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF082095;TOTAL;LA MURE S/AZERGUES;CD 485  LE BOURG;69870;LAMURE SUR AZERGUES;46.059873;4.489568;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF082388;TOTAL;SARL S.E.G.M.G.;543 ROUTE NATIONALE;13510;EGUILLES;43.570792;5.355281;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF082401;ELAN;SARL GARAGE DU PONT;RUE ST PIERRE ET MIQUELON 12;50420;TESSY SUR VIRE;48.974536;-1.05703;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF082415;ELAN;CENTRE PLAISIR CYCLES;RUE DE LA GARE 63;78370;PLAISIR;48.8329;1.94158;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF082921;TOTAL;EURL FERREIRA;ROUTE DE BAYONNE - RN 117;64170;LACQ;43.415123;-0.628429;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no
