Code;Brand;Name;Address;Zip;City;Latitude;Longitude;Visa;Mastercard;Amex;Dinersclub;Eurotrafic;GR Actys Eurotrafic;GR Netherlands;Jubileo;Bank Card;DKV;UTA;Carte Club TOTAL;Super Ethanol e85;sp95;sp95 performance;sp95 e10;Optane Evolution 95;sp98;sp98 performance;Excellium 98;Optane Evolution 98;Gasoil;Diesel Excelan;Excellium diesel;Diesel Evolution;Lpg;AdBlue;GNR;AVGAS 100 LL;Gas Bottled;Fuel Automate;Shop;Coffee Corner;Bakerie;Sandwitcherie;BDGrill;Crocade;Baby Kit;Car Wash;Car Wash HP;Car Maintenance;Tyre Center;Truck Station;Vacuum;Diesel Premier;Gasoil Performance;Total Fioul Premier;Highway;FreeWifi;Car Wash Lotus;Car Wash Osmos;Tyre Pressure
NF015169;ELAN;SARL DEROUILLAC;8  RUE CHARLES DE GAULLE;27220;PREY;48.958371;1.218554;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015771;ELAN;CENTRAL GARAGE SARL;21 AV DU PONT DE TRUYERE;12140;ENTRAYGUES SUR TRUYERE;44.64761;2.56638;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015821;ELAN;GARAGE MICHEL POUPARDIN;ROUTE NATIONALE 15;27600;SAINT AUBIN SUR GAILLON;49.153459;1.365618;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014583;ELAN;GARAGE LYONNE;PLACE DU CHAMP DE MARS;26190;ST JEAN EN ROYANT;45.019248;5.292278;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015793;TOTAL;GARAGE FAYARD;ROUTE DE CHARLIEU - ZI;71170;CHAUFFAILLES;46.205973;4.317334;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015773;ELAN;SA ROLLIN;ZONE CHAMPIGNY;40400;CARCARES / SAINTE CROIX;43.8433;-0.760273;yes;yes;no;no;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015769;ELAN;SARL DARRIOT BIBES;ROUTE DE ST SEVER;40250;SOUPROSSES;43.7869;-0.696107;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015825;ELAN;HUE SEBASTIEN;30 RUE LAMBALLE;22550;HENANBIHEN;48.558314;-2.379491;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014589;ELAN;GARAGE DAVID DUPPI;LE BOURG;24560;ISSIGEAC;44.730047;0.60881;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014750;ELAN;GAIGNARD THIERRY CLAUDE;22 RUE DE LA LIBERATION;72300;PARCE SUR SARTHE;47.843184;-0.205421;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015999;ELAN;AUTO QUAD 81;80 AVENUE DES PYRENEES;81360;MONTREDON LABESSONNIE;43.716284;2.320661;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016021;ELAN;SARL GARAGE GONNET;5 RUE ST MAUR DES FOSSES;51490;ST MASMES;49.312684;4.265641;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014781;TOTAL;HM AUTOMOBILES;ROUTE DE DIEPPE;76370;BERNEVAL LE GRAND;49.940268;1.186405;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016033;ELAN;GARAGE DU HAZE;48 Rue du Docteur Petit;61220;BRIOUZE;48.700519;-0.370773;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014769;ELAN;GARAGE GAUDIO;59 RUE PASTEUR;10350;MARIGNY LE CHATEL;48.401972;3.745041;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016057;ELAN;JACQUINOT ERIC;12 AV DE LATTRE;85440;AVRILLE;46.470378;-1.492128;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016055;ELAN;SARL LASTECOUERES;LE BOURG;64410;MERACQ;43.511195;-0.387073;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014821;ELAN;AUTOMOBILES CARLOS FERREIRA SARL;RUE DES GROTTES PETRIFIANTES 57;37510;SAVONIERES;47.345909;0.53231;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016094;ELAN;SARL GARAGE DE L ' AVENUE;102  RUE DE LA REPUBLIQUE;33660;ST SEURIN SUR LISLE;45.0133;-0.005278;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016060;ELAN;SARL GARAGE CEVENNES DIESEL;QUARTIER DE LA GARE;7380;LALEVADE D ' ARDECHE;44.645719;4.327526;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016088;ELAN;SARL BRENIER AUTOMOBILES;LES FAURIES;5230;LA BATIE NEUVE;44.570539;6.180751;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016115;ELAN;M JOURDAIN BRUNO;ROUTE DES LACS;40660;MOLIETS ET MAA;43.894973;-1.35688;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014831;ELAN;BAY CAFE STATION;2938 RUE PRINCIPALE;62850;SURQUES;50.747616;1.932658;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016109;ELAN;SARL GARAGE CARLES;67  AVENUE TABARDEL;12740;SEBAZAC;44.3981;2.59833;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014843;ELAN;GARAGE JACQUEMENT;PLACE R. BOURRE;8250;GRANDPRE;49.339931;4.871236;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014567;ELAN;GARAGE LANCTIN DAMIEN;31 RUE ARISTIDE BRIAND;28190;COURVILLE SUR EURE;48.448328;1.246351;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015812;ELAN;GARAGE POULAIN;RTE DE FERQUES;62250;LANDRETHUN LE NORD;50.842154;1.780114;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015818;ELAN;LUC AUTO;65  BD VICTOR HUGO;77220;GRETZ ARMAINVILLIERS;48.739278;2.721849;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014602;ELAN;SNC DIVINA;AVENUE EDOUARD DUPUY 38;24140;VILLAMBLARD;45.0211;0.538606;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015841;ELAN;PELCHAT AUTOMOBILES;RN 176 - LE MESNIL THEBAULT;50540;ISIGNY LE BUAT;48.600741;-1.201658;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015845;ELAN;DOUCHY AUTOMOBILE;36 RUE DE BOURGOGNE;45220;DOUCHY;47.941873;3.056821;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014616;ELAN;SARL LARCHE AUTOMOBILES;RUE ALEXIS JAUBERT 60;19600;LARCHE;45.121077;1.41842;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015888;ELAN;GARAGE RABEUX;ROUTE DE SAULIEU;58140;BRASSY;47.264531;3.938317;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015922;ELAN;GARAGE FELISAZ;RUE DE LISIEUX 76;14140;LIVAROT;49.005;0.150395;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015926;ELAN;SARL NICOLAS;LE BOURG - CHAUDES AIGUES;15110;SAINT URCIZE;44.696737;3.002642;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015930;ELAN;CHIQUET;55 BLD J.VERNE;44000;NANTES;47.23769;-1.53293;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015940;ELAN;MR BOISSOU HUGUES;45  AVENUE PASTEUR;87700;AIXE SUR VIENNE;45.795101;1.126599;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015952;ELAN;GARAGE AUTO-MOTO DE LAUTREC;RTE DE CASTRES;81440;LAUTREC;43.7053;2.13583;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014722;ELAN;ETS SABADEL;RN 86;7720;VIVIERS;44.48091;4.689643;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015969;TOTAL;GARAGE DU CHATEAU;ROUTE DU GENERAL DESAIX;63330;PIONSAT;46.109501;2.69602;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014726;ELAN;AYGON MECANIC SERVICE;CHAMP DE VINSON;7120;LUSSAS;44.611322;4.4646;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015993;ELAN;SARL AUTO SERVICES MAGNOAC;QUARTIER CAROLLE;65230;CASTELNAU MAGNOAC;43.2989;0.517784;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF015997;ELAN;SARL SEBE ET FILS;ALLEE DU PLAGNOL;34330;LA SALVETAT SUR AGOUT;43.5997;2.69889;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016008;ELAN;SARL MOUSSEAU GARAGE;RUE MICHEL MEILLIANT 65;61110;CONDE SUR HUISNE;48.377201;0.857501;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016012;ELAN;RELAIS DE L'HIPPODROME;ROUTE DE MOISSAC - RN 113;82100;CASTELSARRASIN;44.060429;1.098473;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016025;ELAN;LABARTHE AUTO;24 AV MARECHAL FOCH;31800;LABARTHE RIVIERE;43.082205;0.677359;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014765;TOTAL;STATION DE L OCEAN;322 RUE DE L OCEAN;85560;LONGEVILLE SUR MER;46.41475;-1.495101;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014771;ELAN;RELAIS DU PLESSIEL;870 ROUTE NATIONALE LE PLESSIEL;80132;DRUCAT;50.155668;1.855159;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016051;ELAN;STE D'EXPLOIT. DU GGE DE LA PLAGNE;LA PLAGNE;73210;MACOT LA PLAGNE;45.5106;6.68424;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014785;TOTAL;SARL GRASSE;RUE DU 8 MAI 26;35130;LA GUERCHE DE BRETAGNE;47.943137;-1.232952;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016064;ELAN;LAG;118  BOULEVARD DE COURCELLES;75017;PARIS;48.87865;2.30018;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014825;TOTAL;SARL ARRIETA BERNARD;RN 132;64480;USTARITZ;43.4056;-1.46806;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;yes;no;no;no;yes;no;yes;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016096;ELAN;GARAGE FLEYS;LE BOURG;15340;CALVINET;44.717186;2.357202;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014845;TOTAL;MR CLAIN GILLES;CLARETE;9290;LE MAS D AZIL;43.078072;1.368129;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;yes;no;no;no;yes;no;yes;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016158;ELAN;AGENCE BEAUCOURT SARL;21  RUE DU CHAUDRON;55320;DIEUE SUR MEUSE;49.07264;5.43431;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014888;ELAN;GARAGE DU COURSONNAIS;23 ROUTE DE CLAMECY;89560;COURSON LES CARRIERES;47.612156;3.502092;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016197;TOTAL;LAGARDE VICHY GRAMONT;48 AVENUE DE GRAMONT;3200;VICHY;46.130683;3.433625;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes
NF014922;TOTAL;GARAGE JUPILLAT GGE PEUGEOT;7  ROUTE DE CHATEAUROUX;36500;BUZANCAIS;46.890841;1.427607;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016208;TOTAL;SARL AUTO FLAM;LE BOURG;50340;FLAMANVILLE;49.533432;-1.8652;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016210;ELAN;SARL KHIBALI;QUARTIER DU SALET RN86;30200;ST NAZAIRE;44.199772;4.625966;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016212;ELAN;JP AUTO SARL;RD 559;83820;LE RAYOL;43.1566;6.47219;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016214;ELAN;SARL GARAGE HOTEL VILLE;RUE F. DE PRESSENSE 1;62970;COURCELLES LES LENS;50.4172;3.01883;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014932;ELAN;BOUILLAND ARNAUD;LE GROS BUISSON;14880;HERMANVILLE S/MER;49.277728;-0.318542;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014940;ELAN;STATION ERIC JEANNETON;12  ROUTE NATIONALE;86310;ST GERMAIN;46.563774;0.870009;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016227;ELAN;SARL SMDV;RN 13;27230;FOLLEVILLE;49.149017;0.506316;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016231;ELAN;PETILLEAU PATRICK;LA LEVERIE;72110;TORCE EN VALLEE;48.13428;0.39811;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016237;ELAN;EURL GARAGE HURAULT;ROUTE DE MER;41370;JOSNES;47.794022;1.525387;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016239;ELAN;SARL AET;RUE DE LA TOUCHE 21;36310;CHAILLAC;46.436157;1.291481;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014958;ELAN;VERDIER AUTOMOBILES;9 AV HENRI DUNANT;91200;ATHIS MONS;48.718323;2.400481;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014965;ELAN;MME LOPEZ ANNE-MARIE;LE BOURG;81220;LALBAREDE;43.6431;2.04611;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014967;ELAN;SARL GARAGE BASQUE;92 AV DES PYRENEES;40330;AMOU;43.589008;-0.747902;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014973;TOTAL;SAS LE MOAL GARAGE;ROUTE DE QUIMPER;29520;CHATEAUNEUF DU FAOU;48.184524;-3.824896;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016262;ELAN;SARL DVS;RUE LAFON ISORE 15;33730;VILLANDRAUT;44.459779;-0.375322;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016274;ELAN;SARL PRIAY AUTO SERVICE;GRANDE RUE LA COTIERE 676;1160;PRIAY;46.000105;5.284961;no;no;no;no;yes;yes;yes;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016294;ELAN;SARL ELGA PORT ROYAL;BOULEVARD PORT ROYAL 72;75005;PARIS;48.83841;2.344697;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016313;ELAN;SARL GIL LUIS;RUE DE MONTMACHOUX 13;77940;VOULX;48.2845;2.9702;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF016319;TOTAL;STATION DU RELAIS;LIEU-DIT LE PESQUIER;47320;BOURRAN;44.332461;0.381128;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
